heading,content
When you need,
"$65 fast,",
you find out who,
your friends are.,"It's the middle of the night and everyone has an excuse. Then, finally, you get the one person who, even though he's not very happy about it, will come through. And you think, "" I knew it. Why didn't I just call him in the first place?"" So when the crisis is over, he's going to deserve something a little special. Tonight, let it be Lowenbrau."
Lowenbrau.,
Here's to good friends.,
West Branch Beverage,
"R.D. 1, River Road, Lewisburg",
524-4488,
Kegs and Taps Available for B.U. Parties,
"Friday, March 2",
M,
9,
8,
1,
^,
--,
",,",
j,
"Racial tension and hysteria, but no trace of murderer",___________ : ... _______
_,smith - was found in July 1979. New York and the Freeway Ptam
OPINIONS,
Page 11,
By Howard Manly,
and Kevin A. Parker,"ATLANTA -- We remember 17 years ago when Dr. Martin Luther King, Jr. marched from Montgomery to Selma to demonstrate his outrage over the bomb ings of Negro churches. We remember the harassment of hate-filled policemen, toe unequal treatment of blacks in toe courts of law and toe chills that spread through our heads when we listened to him preach about having a dream of freedom for all oppressed people. And then he was shot. In this city where he was buried, 20 black children have been killed. The causes of death varied: seven were by strangula tion, three by asphyxiation, six by undeter mined causes, two by beatings with an ob ject, one by a gunshot and one by stabbing. Three more were reported missing this past weekend. Two fathers of toe victims have suffered heart attacks; one mother has had a ner vous breakdown, and 15 siblings and four mothers of toe dead youths have been under psychiatric care. The children of Atlanta have been held hostage by a killer without a face or a name. We walked in toe ghettos here last weekend in 70-degree weather looking for little children playing in toe streets. Tne playgrounds and toe streets were empty. We looked further, and saw five little boys and girls sitting on a front porch undertoe careful watch of their guardian. The children were greeted by two young boys, both of whom were carrying pointed stakes. Later we heard on toe radio that another child was reported missing. Edward Smith -- was found in July 1979. Since then, millions of dollars have been raised by toe government, Sammy Davis, Jr Frank Sinatra and private donations to help pay for toe costly search for toe killer(s). Without any concrete evidence, toe police and toe public can only speculate about toe cause of toe killings. Some say it's toe Ku Klux Klan, some say it's a con- spiracy within the Atlanta police that reaches to toe White House, and some say it's toe fault of toe parents for living in ghettos. All remain in toe dark. Speculation generates hysteria and hysteria never solved any murders. What is at toe bottom of this tragedy is a failure of our government to protect people from being killed in toe streets of American cities. New York and toe Freeway Phantom murders of little black girls in Washington, D.C. Neither has fostered as much racial tension as toe little children in Atlanta. Before we start wearing green ribbons or making donations, let's remember our little brothers and sisters and hope they are safe. Let's hope that toe killings will stop before any more of our children become statistics. With our law - enforce ment agencies in their present ineffective state, hope is our only recourse. Will trust ever be restored in our society, or will these inhumane actions afflict toe entire nation for toe rest of our existence? How many more will have to die? The body of toe first child -  14-year-old We remember toe Son of Sam^kUUngs to Howard Manly is a senior international rela tions major from Potomac, M d., and Kevin A. Parker is a biology and English major from Baltimore. Both attended the rally in Atlanta Saturday and w ere sponsored by the ABS Congress."
Are American rights and life,
worth killing and dying for?,.
__,*
__,_ oAmAmhpr nnlv 1
"DR. MARCUS HLDCH, LH Y",
PR ESID EN T,e a s t e r n s c h o o l o f h y p n o t is m
By Debra Smith,"As young Americans we remember onty fP"" narent senseless atrocities of toe so-called Viet- ___________________________ namese ""police action."" We tend to forget that tune This weekend toe Bucknell Progressive Caucus and time again, toe American 'citizens have rise , has^eckkd to protest the Reserve Officer Training united, to defend all c 5 I  p ^ K n e u v e r s  on campus. I wish to re- ly 100 percent of toe United States moved as one, as sDond as an ROTC cadet at Bucknell. a team, in the war effort. SPROTC teaches interested students how to effec- The young"
men,"collected lively lead and shoulder toe responsibility for a needed), people bought war everything they group of men and equipment. These valuable ci0thing, made bandages and tod everytomg tney fessons apply in many fields other than toe n o tary . could to deg""  S g i i e s  whUe in com bS Any position of authority requires a person with about toe morality of taking w e  w entered leadership capabilities. Hopefully, these lessons>> Throughout history, the Umted State"
240 Rivington Street,
"New York, New York",
fl-,"P to response to the comment, ""The whole idea of training individuals to kill is against the basic tenets of toe caucus,"" toe whole idea of training m- dividuals to kill is against everyone's basic tenets. even if it means Kimug. . . love our country and our rights guaranteed Constitution enough to fight for them . If we dividuals*tiTkiU is against everyone's basic tenets, win not fight for toe today's young Nobody would argue that war is not uncivilized and i0Ve anything enough to die for"
it. As,"? J L deg S a r i c  We cadets do not look forward with relish adults, it is up to us to realize that some things are 4>> fKa"
Afxxr,that wp mav need to take the life of h worth fifihting for.
___,"--- A m y ROTC and similar institutions train cadets to successfully defend the principles of toe Umted States--even if it means hilling. Dowel us in the umsiuuuuu ***>>""&"" P  --o-- - - * . . . . >>ill not tight tor the Arnertean way of hte, * * to toe day that we may need to take the life of a worth fighting for. fellow human being. , , .,"
. .,"The BPC, however, seems to overlook toe fact that, as a country with ""liberty and justice for all, toe United States has been forced many tunes to fight and kill in order to defend that freedom. Debra Smith is a junior at Lycoming College m W ^ am s port. She double majors in German and computer science, and -  as a third-year military s a e n c e student is in the Bucknell Cadet Platoon of the Arm y ROTC."
the open door / 3^,
a rt shop,
We feature:,
cOst(,
Pri,
O/7,
n ts* 1 fro  rtj,
Poste,
*ng,
rs,
fdegP iEUR,
'Or,c
/,q
Pio,
o/sc,
"'"" o n",y
s&r,
Unt 'n g 9 ' d n,
"s h n , .  deg nd",
Wce,"r opt>i,,gy k ,"
524-7904,
"319 market st.,",
"lewisburg, pa. 17837",r(c)n
JOB INTERVIEW?,
Call us for:,
plane,
YOU'LL FIND AVERY,%
GOOD SELECTION OF,
|,
SWEATERS - SKIRTS - TOPS - 1,
SLACKS - BLOUSES,
g,
AND,
|,31
i,
K,!
I,1
felue,
I,
JEANS I,"430 Market St., lewisburfl"
* car,t
I,
W ranq|er,___ _ u t i c r.c w w A S H E D
JEA N S!,
YOU'LL,
FIND,
I  I,
___,
_,
* hotel reservations.,
mo,
SERVICE,
CAREFREE TRAVEL,
523-3225,
FOR THE GUYS!,
CAMPUS-- SHIRTS & JACKETSJ,
FOR THE GALS!,
I,
DANSKIN-- TIGHTS-LEOTARDS |,
39 S. Third St.,
\,
523-3224,
BRING THIS AD AND SAVE AN,
EXTRA,
10%,
"Give every,",
NEWBORN,
the,
advantage,
March of,
Dimes,
Birth Defects Foundation,
Page 12,
ARTS,
"Friday, March 20,1981",
ARTS BRIEFS,
Duckworth pieces,
"performed in N.Y,","The first New York per formance of Assistant Professor of Music William Duckworth's ""The Time Curve Preludes took place at the Roulette Club Sunday. P ianist Neely Bruce, a pro fessor of music at Wesleyan University in Middletown, Conn., was the evening's per former. The first half of Bruce s program featured Duckworth s ""Preludes,"" while the second half consisted of a short piece by Bruce and a composition titled ""Winter Music"" by John Cage. Duckworth--who is on sab batical this year--composed ""Hie Time Curve Preludes"" bet ween June 1977 and June 1978 on a fellowship from the National Endowment for the Arts."
Local orchestra to,
present concert here,"The Susquehanna Valley Sym phony Orchestra will present its spring concerts at 8 p.m. Wednesday at Clarke Chapel of Lycoming College in Williams port and again at 8 p.m. Thurs day in Rooke Chapel. A special feature of the con cert will be the guest ap pearance of Karen Vargas of Lewisburg, winner of the Stu dent Concerto Competition. The competition is a yearly contest for local high school students which gives the winners a chance to play a solo with the concerto orchestra. She will be p e rfo rm in g "" Symphonie Espagnole"" by Edourdo Lalo. The program for the evening will also include pieces by H a y d n ,  H o l s t  a n d Bizet. Tickets will be on sale at the door: $3 for adults, $1 for students and free for senior citizens, children under 12 and students withBucknelllD."
Piano study to be,
topic of discussion,"A Piano Pedagogy Day, spon sored by the Department of Music, will take place in the University Center beginning at 10 a.m. Saturday, with various ac tivities of special interest to piano teachers planned. a f V i A H q v v t n \ \ b e  a piano recital by Assistant Pro fessor of Music Barry Hannigan at 7 p.m. in Vaughan Literature Auditorium. He will play works by Messian, Beethoven, Takemit- su and Samuel Barber. Richard Chronister, education director of National Keyboard Arts Associated of Princeton, N.J., will speak on ""Judging the Pace of Piano Study."" Several piano teachers have been invited to participate in a panel discussion with Chronister on the subject: ""Musicianship: The Sun of It All."" They include Rachel Merts of Pittsburgh, Galen Deibler of Susquehanna University and Gary Boerckel of Lycoming College. Acting Head and Associate Professor of Music .Tooirann Hill will serve as moderator."
O'Grady will give,
final concert here,"Irish violinist Geraldine O'Grady will appear with the University Orchestra for her third and final performance at 7:30 p.m. Sunday in Rooke Chapel. She and the orchestra will be joined by the Chapel Choir, the Collegium Musicum and four soloists (Karen Spizzirri '82, soprano; Alison Murdock '83, mezzo-soprano; David Blackman '82, tenor and John Trout '82, bass) as they perform Haydn's Symphony in C Minor, No. 78 and Mozart's Regina coeU, K.276 for orchestra, chorus and solo quartet."
""" I WOULDN'T",
TREAT MY BIKE,
THE WAY YOU,
TREAT,"-Judy la ffe rty Photo--Kate Cross POPS CONCERT HELD SUNDAY --  Robin Meredith '82, Scott Thistle 82, Mark Whitney"
82,"and Mark Heleen '84 practiced last week for the 11th annual concert to benefit Evangelical Com munity Hospital under the direction of Professor of Music Allen Flock the performance members of the University Symphonic Band and Chorale as well as the Lewisburg Area Combined Elementary School Chorus. _________________ _ When Judy Lafferty prepares for a race like the annual cross-Iowa run, she makes sure her bike is in perfect shape. , She inspects and adjusts every part. She tunes and balances the whole machine, so it can go the distance. Because she treats her body the same way, she discovered a lump in her breast a few years ago."
I,"She discovered it early. And these days, 85 /o of early < breast cancers can be treated successfully. Judy has since had reconstructive surgery, too. And ^ !she feels I ike herself again. Alive, vibrant, ready to get on j her bike and take on the world. , , Judy Lafferty is just one example of the kind ot progress we're making against cancer in its many forms."
I,The American Cancer Society takes some credit tor !that progress. But credit won't finance our work. We need your money to help us win this race.
SHARE THE COST,
OF LIVING.,
GIVE TO THE AMERICAN CANCER SOCIETY.,
GEORGETOWN UNIVERSITY,
SUMMER SESSIONS,"HOME Interpretation and Translation Institute Government/Business/Sociology internships Language courses English as a Foreign Language Writers Conference Washington Laboratory College Preparation Over 200 graduate and undergraduate courses Sessions: Pre--May 18-June 12 First Session--June 8-July 10 Eight-week Cross Session--June 8-July 31 Six-week Cross Session-June 22-July 31 Second Session-July 13-August 14 ABROAD Dijon, France - French Leningrad, U.S.S.R. - Russian Oxford, England - Business Administration Quito, Ecuador - Spanish Fiesole, Italy - Italian Trier, West Germany - German Italy, Christian Archeology Fieldtrip Spain, Writers Conference SEND MORE INFORMATION"
BECKWITH'S |,"Yarns, A rt & | Craft Supplies A"
Change your,
j>>,
perspective!,Name. Address.
ZIP,"Mail to: SSCE Georgetown University Washington, D.C. 20057 or call: (202)625-3006 Georgetown University is an equal opportunity/qffirmative action institution in employment and admissions."
super sky,
b serpents and,
|  octopus kites,
8,
plus,
X,
b many others.,
^,
|,
8,
8,
"""the perfect change",
8,
Q,
"on a spring day.""",
8,
S,
---------,
8,
8,
412 Market St.,
s,
8,
Lewisburg,
x,
"Friday, March 20,1981",
ARTS,
Page 13,for such an enjoyable evening
'Dance on Broadway' company,
is self-assured and professional,Photo-- v-narne o<<rui
"Popular singer Pat Benatar performs in Ocean City,",
Maryland last July. Benatar and Bob Dylan are currently,
under consideration for concerts here.,
BCC takes initial steps,
"to book Benatar, Dylan","By ALLISON ABOUCHAR The Bucknell Concert Committee has recently approached Pat Benatar and Bob Dylan with bids for concerts here, the Bucknellian learned tills W 66k. Because Benatar will be giving large concerts in Philadelphia and Pittsburgh during her September tour and other schools may be placing higher bids, Assistant Concert Committee Chairman Rich Schaberg '81 said the group is ""not very hopeful"" that Benatar will accept the BCC's offer of $30,500 for a one-night concert either Sept. 9 or 16. But Schaberg said he hopes the decision will be finalized ""before the end of the semester."" A second bid -- for a concert by Bob Dylan -- has been approv ed by University officials and is currently under consideration by Monarch Entertainment, Dylan's agent, Schaberg said. Dylan'r plans for a tour may be cancelled, however, according to Schaberg Benatar, one of the hottest new artists this past year, has released two albums. In The Heat of the Night was released in September 1979 and included the hit single ""Heartbreaker."" Her most recent album, released last year, was entitled Crimes of Passion and included the popular ""Hit Me With Your Best Shot."" Dylan, a legend of the 1960s, has recently begun writing Chris tian music. His latest album, entitled Slow Train Coming, was released in 1979. Every concert considered by the Bucknell Concert Committee must first be approved by the Steering Committee of the ABS and members of the administration -- including Vice President for Ad ministration and Finance John Zeller, Dean of Student Affairs John Dunlop and Director of Student Activities and University Center Programs James Hammerlee. A bid is presented through an agency -- in this case Monarch Entertainment of West Orange, N. J. works for both artists -- to the artist, who then considers the offer in light of such factors as the touring schedule and the size of the bid, Schaberg said."
Perseverance and enthusiasm provide an enjoyable show,"By LAURA CARMELICH In the not-too-distant past, the Bucknell Dance Company performed its semi-annual shows in the Dance Studio of the Sports/Recreation Complex. Though talented and enthusiastic, the dancers were hindered by the studio's unprofessional conditions of noisy folding chairs and sharply-limited floor space. The company was determined to overcome these hindrances, and their perseverance has paid off. In a show entitled ""Dance On Broadway,"" the Dance Company performed for an overflowing crowd in Coleman Theatre Wednesday. Aside from a few minor technical difficulties, the company was at its very best: competent, self-assured and, at last, professional. The show consisted of 11 numbers, featuring familiar musical pieces from such ballets and shows as ""Swan Lake"" and ""West Side Story."" The opening number, choreographed to ""The Show Must Go On"" by Three Dog Night, featured four dancers in clown costumes. This number, suf fering from the different dancing styles of the four members and their somewhat disjointed timing, was an unfortunate choice for an opener. The show was quickly revived, however, with a beautiful ballet choreographed by Leslie Gallagher '81. A ""Pas de Deux"" was performed nearly flawless ly by Gallagher and Ayumi Hashimoto '81 to the music of ""Swan Lake."" In ""Dance of the Little Swans""--another from ""Swan Lake""--Alison Cor- vington '81 and Cynthia Karbowski '81 joined Gallagher and Hashimoto in an impressively syn chronous ballet adapted by Corvington. Also notable in the first half was a solo per formance by Charlotte Tsuyuki '84 in ""The Music, The Mirror"" from the Broadway hit, ""A Chorus Line."" Tsuyuki's dancing is of an unusually rugged nature which, complemented by her fitting facial expressions, gave this number a realistic and ear thy quality. Two numbers highlighted the superior second half. The first was choreographed by Bucknell dance instructor Joan Clark to the tune ""On Broad way"" by George Benson. In their first per formances of the evening, the dancing of sophomores Marlene Rinder and Julie Scandura ex celled among the superior performances of the rest of the company in this number. The second highlight--and probably the most popular number of the evening--was a tap dance performed by Lisa Cinelli '82 and Dwayne McAliley '83. To the upbeat tune of ""It's All For The Best"" from ""Godspell,"" the couple gave their professionally ar ranged dance a brilliantly executed performance. Adding to the audience's entertainment was the ob vious pleasure the two had in performing this number. Their animated expressions and brisk movements made this dance truly fun to watch. The hard work and enthusiasm of the Bucknell Dance Company have not gone unnoticed. The dancers were unquestionably deserving of their more respectable and wholly more elegant surroun dings. The members should be heartily applauded Photos-- Landes KosenDerry"
"Leslie Gallagher '81 (above) performs ""Pas",
"de Deux"" to music from ""Swan Lake"" and",
"(below, I. to r.) Michelle Constantino '83,",
Maureen Bezuhley '83 and Louise Wilson '84,
"dance to Three Dog Night's ""The Show Must",
"Go On.""",
"$100,000 gift given for poet-in-residence program","By LYNNE RUTHERFORD In one of the largest private gifts ever donated in support of poetry, an anonymous benefactor has given $100,000 to the University for the creation of a poet - in - residence program. University President Dennis O'Brien made the announcement at Saturday even ing's Association for the Arts Dinner in Larison Dining Hall. The dinner highlighted the final day of a Week's worth of Celebration of the Arts events here. As the new program presently stands, a poet of ""national stature"" will come to die campus for approximately six weeks of the year, holding readings and conducting workshops, seminars and classes. The selection process is now being undertaken for next year by a committee comprised of faculty, administrators and alumni. The residency will be funded annually out of investment earnings from the gift. In other banquet activities, Lecturer in Music Robert Beckman and Edward Davis, senior partner in Theatre Now, a New York firm, were presented with awards. Beckman was honored with the ""Contribution to Music"" award for countless years as a flutist in Cap and Dag ger pit orchestras. He is still active as a part-time instructor here. Davis, who retained his connections with the University by sponsoring a January in ternship with his firm, was commended for ''contributions to the American theater."" Another star of the evening was un doubtedly Grace Good Hettinger, a 1917 graduate and the first woman in history allowed to appear on stage in a Cap and Dagger production. Other speeches were kept short, but Het tinger -- in her tribute to Cap and Dagger -- charmed the audience for 15 minutes with tales of early University life and theater. When she had finished, Director of the University Theater, Harvey Powers, step ped up to the microphone and said, ""I was going to tell you about Cap and Dagger, but Grace covered it all."" Associate Professor of English Ralph Rees, Vice President of the Association for the Arts and Chairman of the Celebration '81 program committee, termed this past week ""the most successful Celebration we've ever had."" ""About 50 percent of the audience during the Rampai concert were students and 75 percent were students during the Houseman lecture. That's what's most im portant -- getting the students to come to the events,"" he said. Next year's Celebration of the Arts Week will center on the University's Chorale, and its long-time director, Professor of Music Allen Flock. A reunion of past and present members of the organization is scheduled to takeplace.' - - * # * # * * * #"
ARTS,
Page 14,
"Friday, March 20,1981",
Tristram editors explain poetry and,
prose selection to set record straight,"By AMY KENNEDY Tristram, Bucknell's student literary and art magazine, has often been called pseudo - intellec tual or esoteric. Co-editors Linda Wolff '81 and Howard Rubenstein '81 feel such criticism i~ un founded, however, and this week made clea. the magazine's selection process in an effort to set the record straight. Each piece, Wolff says, is critically analyzed and judged, not only for its potential quality, but also on the skill of the winters within their chosen medium, be it poetry or prose. "" We do not want to sacrifice quality just to get sample selection of the submissions,"" Wolff said. "" We are only as good as what we print."" Both editors said the limited number of prose, poetry and artwork received for consideration is directly related to the small number of creative writing courses offered by Bucknell. Simply put, the selection process runs something like this: the literary editors read the works submit ted and place them on reserve in the Ellen Clarke Bertrand Library, where any interested student may review them. Staff members are required to have read all the literature in order to participate in the final selection. This semester, the editors have added Anne McIn tyre '82 as assistant editor. Other department editors include Debra Sauerland '81, poetry; Ed ward Wise '81, prose, and Derek Gibson '82 and Bar bara Posner '82, art. Lisa DiNicola '81 serves as business manager. As the publication is dependent solely on its ap propriations, the Tristram staff works closely with the ABS. The Mifflinburg Telegraph Co. publishes 1500 copies of the magazine each semester which are distributed free of charge to the University com munity. Tristram will be sponsoring a student art show later this spring in association with Hulley House, as well as the traditional post-publication poetry reading. The Alice J. Russo Memorial Prize of $50 will be awarded to the best poem appearing in this spring's issue."
GLORIA OPENS TONIGHT,"--  Gena Rowlands, as Gloria, protects Phil Dawn, played by John Adam es, from hit men and a nosy police officer in ""G loria."" The drama plays to night through Monday at the Campus Theater, with shows at 7 and 9:10 p.m."
Theater's history and future discussed by Houseman,"By BRUCE BOWEN One of the final events of this year's Celebration of the Arts was a tribute to the 80th anniversary of Cap and Dagger, spearheaded by a lecture by John Houseman. During his introduction of Houseman, Associate Professor of English Ralph Rees told the Rooke Chapel audience of almost 850 that in honor of Cap and Dagger, the coordinators had looked for the "" best available actor""  to start the birthday celebration. Many would not dispute that Houseman is indeed "" the best in American theater,""  Rees said. Houseman's slow, deliberate stroll to the podium sparked memories in a good por tion of the crowd of his famous per formance as Professor Kingsfield in the movie, "" The Paper Chase."" Clad in a grey suit and his traditional bow tie, Houseman charmed the audience from the start with a combination of serious and humorous anecdotes. Houseman's lecture -- entitled "" My Seven Theaters""  -- embodied his view of the history and the future of the theater, especially in America. He said Americans tend to regard the theater as "" entertaining and relaxing,"" rather than in a more serious light. However, he spoke rather highly of AmericalP theater, which he said has its own special style. Calling the theater "" the highest form of human culture,"" Houseman expressed concern about the future of theater and the threat of movies and television, but he con tended that there is "" no substitute for liv-t ing theater."" "" In the past one could at most see one play every two or three weeks. Now, we can watch almost anything anytime we like,"" Houseman said. He continued that television's biggest fault is that quality has become secondary to popularity. His television series "" The Paper Chase""  is a perfect example of this because ratings killed it, according to Houseman. ""  'The Paper Chase' was taken off the air because only 18 million people watched it instead of 30 million. Quality had nothing to do with it,""  he said. The results of this trend, he continued, are "" very nefarious and dangerous,""  as they lead to "" total confusion between quality and quantity.""  He continued that this problem has "" permeated all of socie ty,""  including publishers and museums. "" There is a terribly irresistible urge to follow the winner,""  Houseman said. Houseman said that proof quality is still important may be found in regional theater. "" Regional theater is exempt simply because it cannot exploit the numbers game,"" Houseman said. * *  * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * *"
*,* *
*,* * *
*,
*,*
*,
*,*
WANT A LOOK OF THE NEW SEASON?,
GOING AWAY DURING SPRING BREAK?,
We're showing a great collection of,
PANTS,
SKIRTS,
TOPS,
DRESSES,
TOTE BAGS,
"SCARFS, ETC.",
f,
OL ssaa PML,
Campus Theater Bldg.,
The Gingerbread House,- Imported and Domestic Gifts -
Recycled Paper Cards,
Blue Mountain Cards,
Gordon Fraser Cards,
Boynton Cards,
322 M arket St.,
Next to the,
Lyons Shop,
Mm.,T m \
Get into Business,
"Senior College W omen,",
Earn a certificate in,
ESSENTIALS OF,
BUSINESS ADM INISTRATION,
"Six-week program, June 21 -July 31, 1981",
C,
' N  X T H  X \ / l,
Write: EBA  Director,
I / \ I  I 1/\1 V I,
"Chatham College, W oodland Rd.",
"Pittsburgh, PA 15232",
"Call: 412-441-8200, x 216",
P,PM; MS
ARTg,
____________,
Page 15,
Friday.,
March,
"20,1981",
-,
",",
",",
r,
T,
',
T,
7,
'Our Town,
',
marks Cap and Dagger s 80th birthday,"_ ---------------------------------- -- \ rtcwPAk miests and returning alumni. The final product's Our Town by Thornton Wilder. A Cap and Dagger production directed by AHen Haines Scenic design by Debbie Slade. Lighting design by David Polsky. C astum ^diig^^'by F llain e Wiljlsj1^ - m a n a g e d  by Bruce Delaplane. THE CAST . , | ... Barry Fishel Stage Manager.........................................................................  ... William Walters Doc G ibbs...................................................................... ......... Susan Hagerty Mrs. Gibbs............................................................. Jeff Lechlelter George Gibbs................................................................................. . Nancy Sanford Rebecca Gibbs........................................................................... Patrick Pedro Mr. Webb............................................................................................... Ingrid Wills Mrs. W ebb.................................................................................. Gwyn English Emily W ebb ............................................................................. Ellie Harris Wally Webb . ........................................................... ................. Anthony Gosse Professor W illard.................................................................... Peter Margulis Howie Newsome ................................................................ ......... j im [>enton Simon Stimson ...................................... ............................................... ....................... Bv DAVID HAWKINGS It was another birthday party -O jk B tte degnesw egave and attended countless times as children -  where the frosting was far more memorable than the case. For the 80th anniversary of Cap and Dai Association for the Arts, the Office of Alumni Relations and the organization's alumni and presententourage ^  j-on- snired to create a celebration to make this year s Celebra tion (of the Arts) a memorable and commemorative one."
S,
S,"official main event ol the <<e e k e n t the Cap and D a g <<r stating ot Thornton W ilder's "" Our Town, the end a stale and dry version of the already spartan American classic -  especiaUy when h e l^ p  to the moun- tains of other theater events which topped off the plays "" "" 'S S E . t e l y  lor Director Allen Heine.  '<<1, he was given the dubious honor (some would say challenge) of creating in a month a play worthy of an audience of special Artsweek guests and returning alumni. The final products listlessness probably could have been greatly aleviated had Haines not also been given the Herculean task of drawing S S t l c  water t o m a  literary stone In the scant tour Wee"" OurTown""  hj^fdlfttcult play to produce successhdly"
"a * ,s ^ s ^ - r !S",
"^ t e ^ c S S s S ^ e r y  throw awa, line mustb.","milked for all its simplistic subtlety. . It is here that our version of the play failed under the deadline fuessute. For example, Barry Fishel 'SI seemed to have teen unable to decide whether to play the part of jtagem anageras Insider or outsider. In alternating from compassionate puppeteer to cynical observer, Fishel took two interpretations of the character that each couM have worked well, and muddled them into an incohesW ew hol^ Patrick Pedro '81 gives the play's test supporting pe formance captivating us with the honesty and naivete of ! E"
X,"'  S ebb in hfe interview with Fishel and the an- die*What m iracles Haines could not do with his actors he appeared to have worked with his technical crew. Thesim - pfe lights of David Polsky '81 and the simpler set design o special student Deborah Slade proved fine vehicles for tee R t e r 's  blocking, especially to the Hnal and most p ro ^ ^ n V o ^ 'e o ' p o r t r o y e d  .b e  G ibbs V0C TotfbadThornton Wilder (and tee Cap and Daggerplay fam i,y }n"
"last weekends performance of ""Our",selection com mittee) didn't pick simpler emotions to block
"Town.""","out on tee "" birthday party' set. ---------- K Photo--Joe Ruszkiewicz"
"Freshmen Jeff Lechleiter and Nancy Sanford,",
Will Walters '82 and Assistant Director of Annual,creating
in a monte a play worthy oi an auaienccui^v.>>. ^,
Powers is roasted during j,
Cap and Dagger reunion j,**# a i n _______ _ o
I,
Get College Credits,
While Enjoying The Ocean,
1,
I,
i,"By LYNNE RUTHERFORD Professor of English and D irector of the University Theatre Harvey Powers -- for 32 years the guiding force of Cap and Dagger -- may have gotten more than he bargained for dur ing Saturday night's big reunion in Coleman Hall. After the evening's per formance of "" Our Town, more than 150 past and present Cap and D agger m em bers gathered onstage to celebrate the organization's 80th anniversary. After "" Our Town""  Director Allen Haines '81 and Stage Manager Bruce Delaplane '82 wheeled out a giant birthday cake, 11 of Powers' students took tee stage and began to roast the guest of honor. . . . A s s e m b l e d b e h in d a photograph of Powers with a crown on his head, the panel comprised of Powers' son Marc Powers '72, Vicki Juditz '79, Jon Krause '80, Christopher Laubach '80, Kathi Breitenfeld '80, Richard Schmener '73, Dick Humphries '74, Jane Brown Mass '53, Edward Davis '53, Carey Eidel '79, and Cap and Dagger president Dodie Ripppn 82 proceeded to barb their mentor Dean Martin style. Master of ceremonies Dowme Shanks, a University alumni and non-professional comedian, kept the evening flowing smoothly with jokes and introduced tee panel one by one as they stepped up to the microphone. Former and present actors all, none had lost any chutzpah since graduation, as each in turn sent tee audience into hysterics. Rip^ pon recounted a tale of Powers entire theater history class fall ing asleep, while Humphries and Laubach "" thanked""  Powers for never casting teem  in plays and credited him with having turned teem  away from  acting and into writing and directing. Davis -- senior partner in Theatre Now, a New York firm  - drew tee greatest applause when he presented Powers with a plaque inscribed "" for 32 faithful years of histrionics."" Also in recognition of Powers 32 years of service, University President Dennis O'Brien an nounced at tee Association for the Arts dinner that a bronze plaque will be placed at tee entrance of Coleman Theatre commending Powers. But as if tee standing ovations following this announcement were not enough, Powers was also presented with a silver bowl from  tee Association of the Arts at tee dinner. This bowl was in recognition of Powers' lasting contributions to tee theater at Bucknell."
'I,
1,
IUP/Marine Science,
j,
Consortium Studies,
j,
in the,
j,
Marine Sciences,
j,
Summer,
1980,
j,
f c o,
X,
S,
o,
n,
h,
e,
"Marine Science Ccnsortium a. Wallops Island, Virgin,a.",
L h e  Consortium-a cooperative e H o r t o t ^,
adeg  phases of,
luniversities-provides both graduate and,
9 courses include: Introduction,
j marine and environmental sciences. A sampling of courses ^,
"|to Oceanography, Art Work(r)^degf_Pai . 9Marine ichthyology, Wetland Ecol-",
"jpalentology, Marine Wildlife PhotograplrtJ e ^ tation. starting dates for the five","#* *  << # -  AU9USt , a"
"For an illustrated brochure, application form, or additional information,",
! write to.,
"Director, Marine Science Consortium",
Department of Biology>> IUP,
"Indiana, Pennsylvania",
15705,photo--Mike Koriwchok
University Theatre Director,
Harvey Powers during a roast,
in his honor Saturday night.,
Powers is celebrating Cap,
and Dagger's 80th and his,
32nd anniversary at Bucknell,
this year.,
I,
I,
I Name _,
I Address,
| Phone,
pnone,
---------------,
-,
------,
-,
--------------,
7 .,
College(s)/University(s) attended.,
I,
"Friday, March 20,1981",
rocks,
S,
peaktp,
MAM,
!,
ENOS,
ELWEU-; Iowa Beet Farmer,
REPORTS,
VERBAL,C O H M O m CAIiO tf
WITH IGNEOUS ROCKS OF VARIOUS SUBS.,
HE ATTRIBVTESHIS POWERS TD HIS,
"CONSUMPTION! OF 0LDE ENGLISH 800,",
"""ITHELPS ME REACH THE ROCKS",
ON THElR OWN,"LEVEL"".,HE EXPLAINS,"
"ED6AR DRUPP, AMATEUR",
"PHYSICIST,",
ATTEMPTED TO LAUNCH A HOME-MADE ROCKET,
POWERED BY,
OLPE ENGLISH 0OOMALT,
LIQUOR.UPON,
lONmo/VjTHE 700 L0. PROJECTILE,
DUG A !2~FOOTH0i-B,
"IN DRUPP'S BACKYARD, CRACKING THE SEPTIC TANKl",
CRUSHED O,U>B
ENOUSW CAN FOUND,ON INTERSTATE8 0  INTHE
ESAACTGHAPE,
OFTHEGREATPYRAMIDOF CHEOF,"<</ S ubm itted by yiehtmie f&inbcwSehwarT2- Aspen, Colorado"
ANCIENT,
p u n t,
/,
WO PARTOF THE,
PUYA RAIMOA/ 01/5,
PLANT IS USEt>,
IN,
THE MAKING OF,
OLVEENGUSH,
000 MALT,
LIQUOR!,
"THE. PLANT,",
WHICH PRODUCES,
BLOSSOMS OVER,
"30 FEET IN HEIGHT,",
QRONSONVfIN,
SECLUDED MOUNTAIN,
RANGES OFPERUf,
SPEAK5 IN S,
even,
