heading,content
Bison Golfers Drop Three Matches,
As Season Opens On Note Of Defeat,n
_,"_____ by Jim Douglas The Bucknell golf team saw defeat three times in the last week when they lost to Navy 6 to 1 and Mary land 8 to 1 over the weekend and on Tuesday Temple beat the divoters 6 to 3. All three matches were played away from home. The golfers' rec ord is now two wins in five starts. Ben Hoffman was the only Buck- nellian to register a win against Maryland as he defeated Bob Swein- weddle two up. The golfers from Maryland were too much for the other men since they swept all five of the other matches. Bill Allen was de feated 6 and 5, Russ Long lost one up on the nineteenth, and the home team took the best ball 2 and 1. In the second foursome, Hoffman won, but Vannie Johnson lost one up as Maryland again won best ball one up. Ted Stark and Larry Breakiron lost one up and 7 and 6 respectively. The hosts won best ball three and two to win the match 8-1. Navy Swingers Potent The divotmen did not fare any bet ter down at Navy as they lost 6-1. Number one man, Bill Allen, and Russ Long, playing second, lost two heartbreakers 5 and 4 and 6 and 5. There was not any best ball counted in the match. It was the same case in the second foursome as Ben Hoff man lost 5 and 4 and Vannie Johnson was defeated by the tune of two up. Art Goulding, playing for the first time with the team, won the only match of the day, one up. But Buck,- nell, playing a seven man team, lost the last two matches with Larry Breakiron and Ted Stark on the short ends of the scores of 5 and 4 and 9 and 8. Bow To Temple Owls Coach Evans' men just couldn't jump out in front in the scoring and lost on the last foursome to Temple 6-3 on Tuesday. The Temple golfers led the whole way and the Bucknell- ians couldn't overcome the deficit. Temple's number one man started the scoring with a 3 and 2 victory over Bill Allen. But then Russ Long came back to tie up the score by virtue of a 6 and 5 win. Temple took best ball one up to take the lead. After Ben Hoffman had lost two and one, Van nie Johnson won 3 and 2 to enable Bucknell to take -the best ball one up. The score was tied once again, but Temple took two matches in the last foursome to take the lead which was good enough to take the match. The two Temple men defeated Ted Stark three and two and Bill Grim 5 and 4 to win best ball 3 and 2. Final score, six to three for Temple. The Bucknell golfers will attempt to register their third win of the sea son against Lafayette on Saturday on the University Golf Course. In last week's Bucknellian, it was stated that Ben Hoffman had been elected this year's captain of the golf team. This was a mistake since Bill Allen and Russ Long have been nam ed co-captains. Navy 6--Bucknell 1 Maryland 8--Bucknell 1 Temple 6--Bucknell 3"
Pitt And Lafayette Face Bisons,
As Tennismen Gird For Invasion,"The Bison tennis squad will meet netmen from Pittsburgh and Lafay ette on the home courts this Friday and Saturday, prior to departing for a match with Penn State nextWed- nesday. In spite of the calibre of the forthcoming competition, Hank Peters, Bucknell coach, believes that his squad will do enough winning to begin evening a 3-5 season's record. Warmer weather, the passing of the measles epidemic, and the absence of injuries, have left the Orange and Blue at full strength. With Captain Gray Rogers back in action and Paul Remmey reaching his peak, the squad will be tough to beat. The Bison coach stated that the Pittsburgh squad will be the toughest ever faced by Bucknell racquet-men."
LOOK,
NEW,
Remember...,
N0CI6ARET1E,
IHAH,
60,
VEH,
means,
CALL,
FOR,
MORE SMOKING PLEASURE!,
PHILIP MORRIS,) Jantzen
YOU'LL BE,
SMART IN '51,
IF YOU'RE THE,
GIRL WHO'S,
WEARING ONE!,
IT'S THE NEW,
#,
'a/i(sen,
"""CURVALURE""",
JUST ONE,
OF THE MANY,
BEAUTIFUL NEW,
1951 SWIM SUITS,
SIMPLY LOADED,
"WITH ""BEACH APPEAL""",
THAT YOU'LL BE FINDING AT,
-----,
Tustin Tales,"by Sue Joos The field of contestants for both the badminton and tennis tournaments is being slowly but surely narrowed down as the second round get under way. The second round of badmin ton must be played off by tomorrow. Those still in the running are: DZ,, Pi Beta Phi, Tri-Delt, and the teams that received a ""bye"" for the first round, KD, Phi Mu, KKG, and BISA. The second round of the tennis tournaments must be played off by Monday, April 30. As of this issue, only two games have been played-- Phi Alpha Pi defeating Phi Mu, and KD defeating Alpha Phi. The softball tournament begins next Monday also, as a climax for all the baseball fiends seen practicing at Tustin, with occasional (?) interrup tions from the weather. At 4:30 Phi Mu will play Pi Beta Phi and BISA will challenge DZ. The following day (and the first day of May), it will be Alpha Chi versus Phi Alpha Pi, and Alpha Phi versus KKG. Attention Golfers! All first round intramural golf matches must be played by the 29th of April. The match scores must be reported on the master sheet in the club house."
R E C O R D S,
New Releases,
LP's -----------45's,
(order service),
THE MUSIC MART,(Across from Campus Theatre)
VVVTTTTVVYTYTVTTTTTVYYTYYY,> j
Top Date Spot,
The,
Sweet Shop \,
424-26 Market Street,
"Lewisburg, Pa.",
PLATTERS,
SANDWICHES,
FOUNTAIN SERVICE,
JTALIAN,
SPAGHETTI,
--Served--,
Mon. - Wed. & Fri.,624 St. George Street
T,
PAGE SIX,
"THE BUCKNELLIAN, BUCKNELL UNIVERSITY, LEWISBURG, PENNA.",iiiiiiiiMiiimiMii um  m u  Mim im m  m in
Slightly Personal,by Marijane Watkins
--GIRL OF THE WEEK--,"JOAN HEDGREN is wearing the Beta Theta Pi pin of Dick Silhol of Dickinson ....... JIM PANGBURN, Sig ma Chi, pinned PAT IMSCHWEIL-"
ER,"....... Marilyn Mooney o f Indiana State Teachers College is pinned to A L CONFER, Sigma Phi Epsilon ....... PEGGY NIPPES is wearing the Sig ma Phi Epsilon pin of Kay Finley, Penn State ........ ALICE FETZER is wearing the Phi Alpha Psi pin of Don Siley of Amherst."
-- DINNER GUESTS--,Sunday dinner guests at Phi Gam ma Delta were
LOIS JANE DIAL,"ADAMS '50, CLAIRE HARTH, JOY PETERSON, MARGE LAWLER, Dr. and Mrs. Christian, Mrs. Stoughton, John Plant, and William Snadecki of Lehigh ....... Dining at the Lambda Chi House were ELLEN HERTE, JOAN HARRIS, Mrs. Roemer and Douglas Light ....... A t the Phi Lamb House were Mr. and Mrs. Brand and Mr. and Mrs. Ives ....... Theta Chi's guests were"
WINNIE,
"PEAKES,",
PVT.,
K E N,"LAWSON ex'52 and Charles Zieders ....... Having dinner at Phi Kappa Psi were Mr. and Mrs. Hollester and son, Dr. and Mrs. Blake, Dr. and Mrs. J."
A.,"Gathings,"
JULIE,
"POKORNY,",
"ANNE SCHOONMAKER, AMY JO",
"ABRAMS, FLO JESSE",and Allen Malcolm ....... Guests of Sigma Phi Ep silon were A1 Clark and Dick Kerr of Penn and Dick Korst o f Syracuse ....... Dining at the S. A. E. House were
PHIL,
"DENNING,",
JEANNE,SPONG '50 and JOYCE AKERHELD '50 ....... Kappa Delta Rho's guests were
RUTH,
RAMSEY,"'50, Joan Moore and VIC MYERS '50 ....... At the Kappa Sig House were NANCY SCHREINER, Mr. and Mrs. Kerr and"
LYNN WARNER,"....... Delta Upsilon entertained Mr. and Mrs. KEN SLIF ER and family, Mr. and Mrs. JOHN SPROUT, JIM and BILL DAVEN PORT, both of '49, Mr. and Mrs. ART"
"BAZGRAS, JACK IRELAND, DON","HOPKINS, Mr. and Mrs. LEE HAN NA, Mr. DONALD JONES, RUTH"
SIEGERT.,
--AW AY FOR THE WEEKEND--,Tri-Delt's State meet at the U. of P. was attended by WANDA SULLI VAN and JOAN SMEDLEY. At the District Convention of Phi Mu at Penn State were
MADGE,
"HOELSETH, ANN HAHN, MARY",
"CAMPBELL,",
NANCY,
"CLAYTON,",
BARBARA,
"BLEECKER,",
F R A N,
"HARVEY,",
JUNE,
"CHRIST,",
LOU,
"THORNE, JOAN HARRIS, MARGE",
"BOOTE,",
N A N C Y,
"VALENTINE,",PEGGY NIPPES and SYLVIA HAR-
BAUGH.,
--SEEN ON CAMPUS--,"Dick Silhol of Dickinson visited JOAN HEDGREN........Gary Hill of N. Y. U. visited GINNY RUDE, ...... Art Rubenstein, N. Y. U., visited"
JAN,
LISSENDEN,....... Hal Lampe o f Penn State visited DOTTIE JAMES ....... Ernie Aiello of Muhlenberg visited
ALICE-MAE BUELL,.....
NANCY,"BARTHOLOMEW '50, LEE CHAND"
LER,"'50,"
JEANNE,
SPONG,"'50, CHARLES SCROBLA '49, Jan Scrob- la, BOB CLANCY '50, ED WINKLE '44,"
DEAN,
KERSH,"'43,"
TOMMY,"CHILD '50, JOHN "" BUCK"" SHOTT '50, LOU TIERNEY, MAC BALD WIN '50, and TERRY JONES '50."
-- INITIATED--,Sigma Phi Epsilon initiated FRED
POND,and
BILL HOUSTEN,and pledged BOB WALLACE ....... Initiat ed to Pi Beta Phi were JO AN
"THONY,",
ANN,
"APPLETON,",
SUE,
"BIRDWELL, JOAN HANTO, GINNY",
"K N I E S ,",
ELLEN,
"LIEBERHERR,",
"DOTTIE MASEMER, JANIE W AT",KINS and JULIE THOMPSON ....... Kappa Kappa Gamma initiated MAR
"ILYN GARDNER, SHIRLEY HART-",
"ZELL, JOAN HERRMANN, CINDY","LUKS, JAY NIDES and ANN SHEF-"
FER.,"KAPPA DELTA INITIATES 16 Initiated to Kappa Delta on Tues day were: Louise Austin, Jeanne Cooper, Lora . Doody, Pat Forlifer, Betty Gomes, Carolyn Gould, Peggy Hazard, Dodie Hildreth, Mary Lu Johnson, Nancy Lange, Pat McColl, Ginny Naef, Anne Schoonmaker, Diane Slifer, Libby Walker, and Ann Woodworth."
PHI ALPHA PI INITIATES,"Phi Alpha Pi recently initiated Eleanor Bonom, Lois Anne Cullen, Doris Ermdnt Nancy Feldman, Alice Fetzer, Miriam Esslinger, Rebecca Ladenheim, Patti Ponon, Sandra Wanderman and Betty Wafier."
SPRING DANCE AT SIG HOUSE,"Sigma Chi and Alpha Chi Omega held their annual Spring Dance at the Sigma Chi house Saturday night, April 21, 1951. Music was supplied by Jack Williams and his band."
Brown & White Spectators,
By Dolmode,
"18/8"" H EEL",
"14/8"" H EEL",
Sizes 4 to 9 ^  in AAA to B,
Priced at $9.95,*
SUL0UFF SHOE STORE,
(Next to Keeler's),"THURSDAY, APRIL 26, 1951."
New O.C.S. Naval Reserve School,
Now Open To College Graduates,"The Navy will open a new officer candidate school at Newport, Rhode Island in early June for 300 aspirants to Naval Reserve commissions, it was announced recently. The new program will be open to civilians and enlisted men from the Naval Reserve and from the regular Navy. The new school will be simi lar to the World War II V-7 schools. It will present a program under which candidates upon completion of the four- month course will receive indoctrination training at Monterey, California, and then they will receive their Ensign commissions in the reg ular Navy. Before entering the school candi dates must agree to serve on active duty, if commissioned, for three years, and to retain their reserve commis sions for at least eight years, includ ing active duty time. 4-Year Hitch Civilians who participate will be enlisted in the Naval Reserve for four years. If they do not successfully complete the course they will serve on active duty in an enlisted capacity for a period which will satisfy Selec tive Service requirements current at the time. Unsuccessful reserve and regular naval candidates will revert to their fprmer status. Students will hold the newly ap proved rank of Officer Candidate, and will receive pay equal to that of a seaman recruit. If they belong to the reserves, they will continue to re ceive pay at their former rate. Requirements # Requirements for civilians include a classification o f 1-A, 1-A-P, 1-D, 2- A, 2-C, 3-A, or 4-B. Veterans must have honorable discharges, or if they are in the Naval Reserves and on in active duty, they must have records of satisfactory service. Men at least nineteen but not yet twenty-six years of age are eligible. All applicants must hold Baccalau reate degrees from an accredited col lege. However, applications may be submitted 120 days prior to expected receipt of such a degree. Courses in mathematics through trigonometry (secondary school or college level) and the usual citizenship and physical qualifications are a prerequisite. Monthly Classes Future classes will convene every other month with 300 students in each class. Civilians and Naval Re serves on inactive duty should apply Officers Procurement. Three Bucknell undergraduates, John William Bersch III, John A r thur Douglas, and Daniel Edgar Nes- ter, have already successfully com pleted applications for Officer Candi date Training during the current aca demic year."
Orators Win Two,"The debators have continued their active second ?hmester schedule re- cntly with participation in the reg ional elimination contest for the na tional tournament at West Point and with two wins over Messiah College in Grantham, Pa. At the elimination contest, held at Penn State, Dave Shinn and Ernie Kessler won three and lost three. Wins were gained over Penn State, Hampton, and Carnegie Tech, while losses were suffered at the hands of Navy, St. Peters, and Johns Hopkins. A t Messiah College Bucknell gained a double win, with Dick Wentley and"
Applications For Panhell,
Scholarship Now Open,"Applications for the Panhellenic scholarship will be available on Mon day, April 23, it was announced to day. This scholarship is open to all girls o f any class. This year a total of two hundred and twenty-five dol lars will be divided between two or more people, and the scholarship ap plications will be judged on the basis of need and character. A1 Goff on the affirmative, with Don Stevenson and Jim Justice on the negative."
!PKoradenim PAIR-OFFS,". . .  each one guaranteed washable by : 2cause Americans want the best.' Bobby Jacket. . . pockets trimmed with tiny clips. Sizes 1018. Flared S k irt. . ,  deep front pleat, pockets. Sizes V0-I8. M ay GLAM OUR magazine says, ""This is your best buy!"" Halter, Shorts, Coolie Coat, Cap . . .  four ""musts"" for smooth sunning. Sizes 10-18. ""  ' ' r* Guaranteed by A \Good Housekeeping y"
f? 4e,
S f o f t,"320 Market St. Lewisburg, Pa. ^ w ' % PS * * heonewe George pnston Cotleie"
LUCKIES TASTE BETTER,
THAN ANY OTHER CIGARETTE >>,"Fine tobacco--and only fine tobacco--can give you the perfect mildness and rich taste that make a cigarette com pletely enjoyable. And Lucky Strike means fine tobacco. So if you're not happy with your present brand (and a 38-city survey shows that millions are not), switch to Luckies. You'll find that Luckies taste better than any other cigarette. Be Happy--Go Lucky today! girl Teel gPj ,,.t seem so H world's okag -ku. honey- , Way 1 make m y !i/hen things^ << jsfctosay, For here's a Un"
M.,J# SatT Stanford Uw ! ! S i l i
LS/M F.T-Lucky Shrike,
Means,"m m m m i m m THURSDAY, APRIL 26, 1951. by Bobbie Maurer . A "" a' ive of Lew'sburg, Dr. Irland, professor of Electrical Engineering has resided here most of his life. He attended Lewisburg High SchoS for two yearn, after which he finished at Bucknell Academy in preparation for Bucknell After taking courses in electrical engineering, he graduated from here lit 1915, and it was five years before he returned. The first two following years were spent in industry, as he worked with the Bethlehem Steel Company. After spending tw o months in the Signal Corps during World War I, he went back to the steel plant for a year and a half. While with the army, Dr. Irland did a little flying, testing radio equip ment in small planes. He went up in the air nearly every day for three months, after which he didn't enter a plane for twenty years. It was in the army that he became interested in radio, and in later years he intro duced a radio course here. Married A Bucknellian In 1920, Dr. Irland came here to teach, and has been with us ever since.--over 30 years. A young lady soon came here to teach home eco nomics, and a year later, in 1924, they were married. That same year, Dr. Irland did graduate work at John's Hopkins, and in 1925, attained his master's degree. Without taking a leave of absence, he worked towards his Doctor's degree during his vaca tions and spare time, and received that in 1935. Dr. Irland has worked with the Bu reau of Mines Civil Service during1 summers, both in Pittsburgh and Bos ton. He has also done research on vibrations from blasting, while devel oping a sizometer. No trouble With Doctor Bills Dr. Irland never had trouble with doctor's bills, for he has been quite healthy all his life. He and his wife and four children, Ruth, Edwin, Mar garet, and Barbara, spend many sum mers in Ocean City--that resort so amiliar to many Bucknellians. Hav ing lived along a river, Dr. Irland has been very fond of swimming, and most sports, for that matter. IIIIIIMIMtllMiii"
Behind,
The Mike,"by Jim Hastings This evening at 9:00 p. m. The Bucknell Theatre of the Air will pre sent a radio dramatization on Ten nessee Williams' Summer Smoke. Un der the capable direction of Ruth Block this WVBU feature presenta tion provides a constructive outlet for those students interested in dramat ics. In case you have been yearning to become another Helen Hayes or John Barrymore, just contact Ruth Block for an audition. Have you ever wondered what re cording is most likely to succeed for the number one billing on your 'Hit Parade'. Now it can be told! On your MUSIC MART MILESTONES disc show, predictions which have proved 88.9701 per cent accurate, foretell weeks in advance, the coming hits. When you're walking along Market Street stop in at the Music Mart, and above all, don't forget to mention that you heard their record ings over"
MUSIC,
MART,
MILE,
STONES.,"Larson's 'Lonesome Gal' As of late, have you noticed innum erable sem-gems blushing and hiding their faces in dark corners? Have you noticed, too, the B. U. men's re luctance in making weekend dates? What can be the reason for this state of embarrassment? A Committee on investigating the Investigation re ports, in their fact finding statement, the cause of this high emotional state is none other than Dick Larson. Would you too like to be let in on Larson's 'mystic influence' over the *ampus ? Then tune into his Thurs day night 'Bitter End'."
"THE BUCKNELLIAN, BUCKNELL UNIVERSITY, LEWISBURG, PENNA.",
Placement Bureau News,"GOODYEAR TIRE AND RUBBER COMPANY--Tuesday, May 1--Will interview Mechanical, Chemical and Electrical Engineers for opportunities now existing in the fields of Product and Process Development, Research, Plant Engineering, Machine Design, and Production Management. Schedule open ARTHUR YOUNG & COMPANY - Wednesday, May 2 -W ill interview students interested m a career in public accounting. Schedule open PROVIDENT MUTUAL LIFE INSURANCE COMPANY _  Wednesday May 2, Thursday, May 3-- Will interview liberal arts and Business Adminis tration students for Sales Management trainees. Further information on me at Placement Office. Schedule Open. GUARANTY TRUST COMPANY OF NEW YO RK -Friday, May 4 -W ill interview both men and women. Literature on file at the Placement Office Schedule Open. CALVERT DISTILLING COMPANY --  Friday, May 11--Will interview those students interested in training program. Literature on file in Place ment Office."
"I ,UrJdegiiN","C0MPANY --  Tuesday, May 15-- Chemistry and Biology stu dents for Pharmaceutical Sales and Detail Representatives. MINNESOTA MINING AND MANUFACTURING COMPANY-- Friday, April 27-- Interested in Business Administration and Liberal Arts Students for positions in selling, accounting. Interview Schedule Closed. HEINZ COMPANY-- Friday, April 27--Interested in Mechariical, Electri cal and Chemical Engineers, Physics students and few accounting students PROCTOR AND GAMBLE COMPANY, Cincinnati, Ohio-- Will interview Mechanical, Electrical, and Chemical Engineers and Chemistry students in the Junior Class. Tuesday, May 1. w  / Ti NDi RD OIL COMPANY OF NEW JERSEY (Overseas P ersonnel)- Wednesday, May 2 Civil, Mechanical, Electrical and Chemical Engineers for positions in Venezuela and Arub, Netherland West Indies. Also interested in business students specializing in accounting J. H. MATHER ADVERTISING C O .-N ew  York City - Desire busines graduates trained m secretarial and clerical operations. Individuals have opportunity to become trained in the advertising field and as they gain experi ence they are promoted into more important positions. FIDELITY UNION TRUST COM PANY-Newark, New Jersey - Posi tions for men and women in the following fields: Clerk-statistician-security analysis Department Consisting of typing and compiling statistical reports __ Clerk comptroller's department, consisting of typing, accounting and book keeping--Teller Trainee-- responsibility of handling money."
PAGE SEVEN,
Soph Carnival Promises To,
Be Big Hit On Saturday,"by Shirley Kistler She Walks, She Talks, She Slides on her belly. Yes Sir! Step right up r P :  r"
T,"ydeg ""  Can Sh00t Padner- l e t 's see you load this here trusty p,sto. (water) and put out that there flame. Sorry, you must stand at r !r \ h W r f ^  ,aJ ay. ?degn- Garter- * et ydegur Sarter here and see if you can't ring the little ladies leg. Her leg! , o --------------- .----------------------------- _------------------------"
Movie Chatter,"by Babs Fiedler Thursday at the Campus Theater is "" Storm Warning"" starring Ginger Rogers and Doris Day. Friday and Saturday at the Campus is "" Lullaby of Broadway"" starring Doris Day and Gene Nelson. Both pictures have been previously reviewed, and unfor tunately do not stack up as well as their stars. * JR * 4c Thursday at the Strand Theater in Sunbury is "" Fourteen Hours"" star ring Richard Basehart, Paul Douglas and Deborah Paget. The picture is based on a true story about a young man who stood on the ledge of a sky scraper, threatening to jump if any one came near him. If it's suspense you want, you might try it. sjs * * i|e afe Friday and Saturday at the Strand is "" Your In the Navy"" starring Gary Cooper and Jane Greer. I think this was renamed from something called 'Teakettle,"" but other than that see it if you want to know what it's about, and if you think you'd like Skinny ' Cooper as a dashing naval officer."
The link is strong,"The telephone forms an important link In our program of defense. It speeds the urgent, vital calls Of government, industry, The armed forces and civil defense. Anfi the link it forms is strong. Since the end of World W ar II, Over thirteen million new telephones Have been added to the Bell System. Billions of dollars have been spent For new equipment of all kinds. The quality and scope of service Have constantly improved. It's a good thing The telephone has grown -- It is now better equipped For the big job of defense."
ALD WILL INITIATE,"Alpha Lambda Delta, national hon orary fraternity for freshman women, will initiate 12 girls on Maj^2. These girls, who have maintained a 2.5 aver age for the first or both semesters of their freshman year are: Louise Aus tin, Margaret Cain, Jeanne Cooper, Barbara Davis, Joan Hanto, Cynthia Luks, Bette MacDonald, Barbara Maurer, Joan Schmidt, Diane Slifer, Arlene Small, and Suzanne Conkling. Come right over here and--say lady how about you ? I'd say you weigh about-- ooh I am sorry lady __ it was just a guess. Strong! Men #you think you're strong. Let me see how far you can pound this nail in the block in three hits; say, big boy that's quite a muscle. Hungry, course there are refreshments. Right over here you can purchase for a minimum price hot hot dogs--and cold coke. Shoot! Shoot! No not me--the ball in the basket-- see. Wing a pize! Show your skill, your wit and your agility. Lights out-- show on. Yes, there is a side show, but everybody can see for no extra charge-- and it's good? Music and jokes! Dancing right over here-- all the best orches tras. You have a choice and what an atmosphere. And talk about prizes __ I say what prizes. Warm, Large, Soft and umm! No, no not a Sem Gem-- a Bucknell Blanket. For just a ten cent chance you can win this luxurious article. There is more-- much more. You can win fabulous prizes by just picking what one you want. Course they are all in the same kind of wrapping but that's the gamble you take. You think you can play poker. Here is a new and interesting pastime. The cards are there for the taking, all you have to do is choose the best poker hand you can __ via darts tho'. It's new and it's dif ferent. You've been to the races. Great! Here they are in slow mo tion. No. 5 does seem to have more stamina left for the home stretch Myself I'd say 2 is the sure fire fav orite. Yes sir, from now on it's nothing but turtle racing for me Toss a ring! Toss a ring! But not over pegs, but over beer mugs. Noth ing like having a dark, swarthy, and glamorous gypsy to read your palm. Come to the Sophomore Carnival and see it all. Have the time of your life. Stag or drag. April 28th-- it's a date for fun and excitmeent. See yal!"
Engine-Ears,
BAND CONCERT,"Mr. Allan Flock announced today that the annual Bucknell Band concert wil be on May 17, in the LHS audi torium at 8:15. Admission is free."
HIIIIIIIHII,
ALUMINUM,"by E. Prokop Visitors to the Chemical Engineer ing Exhibit (May 12) will view a variety of projects. Automatic con trolling instruments will illustrate the engineering principles applied to wards controlling temperatures, flow rates, and electro thermal measure ments. Several graduate research projects will also be demonstrated, two of which are "" spray drying""  and 'drum drying."" Lastly, different techniques in unit operations will be explained by the Chemical Engineers. Co-chairmen for the organization of these projects are Lewish and Mextz. Harold S. Kircher, Senior ME, was awarded a prize for his paper given April 20, at the Student Branch Con ference (region three) of the A. S- M. E., held at the University of Penn sylvania. His topic was "" Practical Applications of Cutting Fluids.""  Kir cher was the Bucknell Representative out of the fifteen schools represented. Th other schools whose representa tives won prizes were: U. S. Naval Academy, Cornell U., Drexel Insti tute, and Syracuse University. Last Friday's election concerning the joint A. I. E. E.-- IRE branch has brought new life into the department. The results are: Chairman--J. Roth, Vice Chairman--J. Lloyd, Treasurer --G. Polinko, IRE Secretary--M. Reg- gia. * Equal financial support was agreed upon by the four societies for the erection of a bulletin board to be used by all, the Engineering Council an nounced. Historical Tid-bits At the beginning of the century, Dr. J. H. Harris realized the need for technical courses. At that time America was just beginning the great social and industrial revolution. He helped set up the Civil Engineering Curriculum in 1902. In 1904 there arose also a need for Electrical Engineers. That's when the E. E. department was born. Lab oratories for the E. E.'s were orig inally in the basement of the East College (erected 1907). About 1900 when the power house was built, the M. E.'s came into the picture. Machinery was installed on the second floor of the power house for the M. E.'s. Students however, built and installed much of their own (Continued on page 8)"
LAUNDRY,
CASES,
REITER'S BARBER SHOP,Conserve your time; use our Appointment Service
Call 5-13071,"Third Street, Opposite the Roxy Two Operators: OLIVER A. HEITEB JOHN HEIM"
R EISH BROS.,
G. E.,
APPLIAN CES,
B E I  I,T E I E P H 0 I 1 E S V S T E m
21 in. long,
$5.50 each,; S A L E S I S E R V IC E C O N T R A C T IN G R E P A I R I N G i 434 Market St. Phone 5-2351
Keeler s of course,iiiiHiiiiniiiii!]
MOTHER'S DAY |,
May 13,
|,
W E  H A V E,
CHOSEN |,
SOME SPECIAL CARDS |,
AND GIFTS TO CELE- 1,
BRATE TH IS IM PORT- 1,m
A N T DATE.,
1,
STUDIO,
1,
GIFT SHOP I,I  36 S. 3rd St. Lewisburg m -Mimma HmH KaSi'i f a g S | ^ S g | !B B H B I
01010000010202485300024853485348535323480200010102482323239090,
PAGE EIGHT,
"THE BUCKNELLIAN, BUCKNELL UNIVERSITY, LEWISBURG, PENNA.","THURSDAY, APRIL 26, 1961>> College Students I Discover the opportunity that is waiting for you with C hildcraft , America's Famous Child-Guidance Plan! You Can Earn $1,000 or more in your summer vacation doing this easy, pleasant work--and you'll gain professional selling experi ence that will be of priceless value to you in later years! Hundreds of College Students just like you have turned their vacations into profits this inter esting way! We try to arrange for you to work wherever you prefer --far away, or right in your own home town. Y o u r Success in life depends largely on selling--even if it's only selling a prospective employer on your ability. Representing Child- craft gives you an unusual oppor tunity to learn selling under the guidance of sales experts. W e G ive You Free Training and expert assistance. You cannot do this work our way and fail! So if you want to be $1,000 or more ahead next fall and gain valuable selling experience, write for fur ther details today!"
CONTACT:,The University Placement Bureau Room 109 E. W. Bucknell University
OVER 1500 PROMINENT TOBACCO GROWERS,
SAY:,
"""When",
I,
apply the standard tobacco growers',
test to cigarettes I find Chesterfield is the one that,
"smells milder and smokes milder.""",
A WELL-KNOWN INDUSTRIAL RESEARCH,
ORGANIZATION REPORTS:,
"""Chesterfield is the",
only cigarette in which members of our taste panel,
"found no unpleasant after-taste.""",
M,
ildness,
f>/uS,
NO UNPLEASANT AFTER-TASTE,
WSGA Elects...,"""Lunatics A t Large"" . . 36th annual demie stage production"""
"Demie Play, 'Lunatics At Large'",
"Proves Hilarious, If Zany, Success","""SRO""-- Standing Room Only--was the reception this year's Delta Upsilon fraternity play, ""Lunatics at Large,"" received Friday night, lightly And, with a slightly less crowded Lewisburg High School auditorium audience cheering them Saturday eve ning, James Clitter, director, and all at the D. U. House could say they had done a good job. From the time the doorman receipt ed a ticket by clobbering it with an axe, down to the final encore, the au dience was never sure what would happen. ""Lunatics at Large"" was the name of the play, but not all the ""lunatics"" were on the stage. Looking like Keystone Cops, with white uniforms, and foot-long cigars, the Demie ushers might have been a mite over zealous in their work--es corting women to their seats in stretchers; others, in wheel chairs; or, as one did, announcing the sale of cokes in the lobby by hoisting an un wary lad over his shoulders and charging up the aisles to the coke counters. No one was ever sure what would happen when one of the D, U. ushers was near. Ivy Twines At least, the night spent there was educational and instructive, what with Jim  Stanton teaching the correct way to roll your own ""cigareet."" Looking natty in a custom-built laurel wreath bequeathed to him by a Demie- quartet between acts, not even Dean Musser was safe from the off-stage lunatics. Between the intentional and other muffs, the audiences were often con fused, but the miscues never effected the total enjoyment of ""Lunatics at Large."" Those in the play proper were Bob Kerr, Stan Lippencott, Bob Cather- man, George Shepherd, John MeFad- den, Bub Bretz, Bob Dederer, Fred Wolf, Fred Hunt, Don Ray, Thayer Lyon, Dick Shaw, Foster Wilson, Marshall Goulding, and A1 Butler. George Shepherd and his deadpan Lady Macbeth monologues were high spots of the comedy1; but everyone deserved the encores they received for excellent performances. Professor Merritt also earned applause for his aid in directing the play. Delta Upsilon should have a diffi cult time next year, bettering last week's show."
NAACP HEARS REPORT,
ON YOUTH CONFERENCE,"(Continued from page 1.) Shirley Reidinger, Bobbie Roemer, Nancy Schmehl, Sally Spencer, Lou Thorne, Claire Vogelsong and Jeanne Anne White. The exercises were opened by Lyn Ruth, who welcomed guests and ad ministration. The out-going presi dent thanked her Senate for their co operation and the progress that they had striven for during the year. Appreciation Expressed Charlotte Stratton, vice president of Senate and president of the House of Representatives also congratulated her co-workers and thanked them for their assistance. Keys were awarded to the out-going Senate members. Miss Ruth expressed her appreciation to Miss Anne Appenzellar, represen tative on Senate for the House Mothers, and presented corsages to the two Assistant Deans, Miss Cyn thia Goddard and Miss Helen Proctor. A bouquet 6 fspring flowers was pre sented to Miss Stevenson, Dean of Women and Senate advisor. Class Permissions WSGA permissions, as announced by the President, were as follows: Alumnae receive unlimited 12 o'clocks, seniors, juniors, and those sophomores with a 1.8 average receive two extra 12 o'clocks. All sophomores receive unlimited 11 o'clocks. After lighting their candles, the"
Four Musicians Lehigh,
Bound For Band Festival,"Dr. William Revelli* director of bands at the University of Michigan, will be guest conductor at the Penn sylvania Intercollegiate Band Festival at Lehigh University, April 27 and 28. Four Bucknell musicians will partici pate in the Band. The 117 piece band, composed of selected musicians from 26 Pennsyl vania colleges, will give a cbncert on Saturday night, closing the confer ence. Prior to the concert clinics will be conducted Friday and Saturday by Anthony Gigliotti and Robert Lam bert of. the Philadelphia Orchestra."
