heading,content
Student Storage Spaces for Rent,
"Store bikes, furniture, gold, or whatever for",
summer 1991 -  5' by 5' space $25/month.,
"High, dry, and secure.",
Lock your space and keep the key!,
_,
"524-2279 'Secure Storage""","*V>>TTTTf?fVfVTTVV?ffvvvvvvvvv In our 100% cotton Polo knits. Full cut for freedom of move ment--perfect for warm weather activities and sports. Cool colors include: black, navy. burgundy.lt. blue, turquoise, red, pink, yellow and white. In weathered mesh, interlockorshort sleeved fleece-lined. Sizes M.L.XL. From $52.50. /"
Ralph,
jL,
Lauren,
''Ji'KJeinbanef,
the marts shop,"Market at Chestnut, Selinsgrove * 374-8824 Daily 9:30-5:30, Fri 9:30-9:00, Closed Sun Visa and MasterCard accepted"
1,
!/,/
"April 26, 1991",
The Bucknellian,I v
l i,K A ;
E,", <<#afe**"
If,mmmma ! B :1: i i p a S i
Iroquois leaders discuss Native,
American philosophy of Earth,m
'AE E E E L,*Met
E 3,
U,"Ashley Chertkof/The Bucknellian Chief Leon Shenandoah of the Iroquois Nation, helped conclude Saturday's Earth Day festivities by speaking on the Native American concept of ""mother earth."""
Econ prof examines,
risks of incinerator,"By Andrew Cohen Staff Writer Leon Shenandoah, Tadodaho, or chief, of the Haudenosaunee (Iroquois) Nation, and Denise Waterman, their Traditional RccordskeCpcr, addressed a capacity crowd in the Langone Center Forum on Saturday in conjunction with Earth Week festivities. Shenandoah and Waterman's lecture was spon sored by Chi Phi Fraternity as part of the Biff Hoffman Memorial Lec tureship. They discussed how Native American philosophy relates to ""mother earth."" Waterman spoke first and de scribed the historical traditions of the Iroquois. ""The Haudenosaunee are called the people of the Longhouse. Tonight we're going to be thinking about the Longhouse as a philosophy that stretches over many groups of people,"" said Waterman. In addition. Waterman ex plained that several themes pervade Haudenosaunee tradition, one of which is the tree of peace. Waterman explained that she hoped others could take the ideals of the tree of peace and integrate them into their own view of the environment, ""The tree of peace is something that we hope stretches through our broad longhouse in North America."" Shenandoah explained that the reason Iroquois place such a high value on the environment is due to the importance they place on the natural order of things, ""...our spiri tual way of life is in harmony with nature, with all animals, because we depend on one another."" Waterman also commented that it is a vision of the future and a duty to one's offspring which de mand that we treat mother earth with respect. 'The children of our nation is what keeps us going. The McDonald's cup on the ground won't naturally dispose of itself, it is left for someone else. Whatever we leave we must leave in great condi tion for our children. This is the goal of the actions and the laws that we carry out everyday."" Waterman summarized the in ternational work that the Haudonosaunee do to promote envi ronmental awareness. One of the activities they arc participating in is an environmental symposium in Brazil in 1992. She encouraged the audience to be politically active on behalf of the environment, ""The U.S. delega tion is one of the strongest at the meeting. You should find out what your own country is saying on be half of you."" The Iroquois are also involved in saving a forest in Canada. ""There is also Amazon North. The Crccs own a forest area that is the size of France; it will be flooded by dams set up by the Canadian government [unless something is done to stop it]"" Shenandoah asserted that the reason the environment is in such dire shape is that the rest of the world is focusing on the wrong types of is sues. ""It's the money that's going to ruin this world, the money is behind the pollution. Money is their power, our power is spirituality."" He also described the folly of pollution since, according to Shenandoah, ""We all know how we have pollution of the air, the water and the land. We cannot survive without the air, we cannot survive without the water, we cannot survive without the land."" Finally, Shenandoah encour aged action, but, he also noted that only the world as a whole can act to save the environment. ""One person cannot stop it, ten people cannot stop it, 100 people cannot stop it. Everybody's got to do the same thing."" By Travis Elliott Staff Writer On Tuesday, Nancy White, as sistant professor of economics, ad dressed the perceived risks of living near a hazardous waste facility, and the effect of these perceived risks on local property values. The lecture, entitled ""The Economic Develop ment Aspects of Locally Undesir able Land Uses (LULU's),"" was sponsored by the Buckncll Environ mental Action Committee which has planned a series of lectures dealing with U.S.P.C.I.'s proposal to build a hazardous waste incinerator in Gregg Township, in northern Union County. According to White, the per ception of risk causes people to at tempt to distance themselves from possibly hazardous facilities, and when people move out of an area, property values decline. White said, ""Those who arc too poor to move, .those attached to the community in some other way, and those who may not sec the incinerator as a threat are the ones eventually damaged by fall ing property values. These equity problems should be of some concern to us."" White noted that Pennsylvania has no legislation requiring reim bursement for the real economic costs associated with risk percep tion. She noted that the benefits of a LULU such as a hazardous waste incinerator arc widespread, accruing to all consumers of products which produce hazardous wastes; however, the cost associated with the disposal of those wastes are borne by the lo cal community where the LULU is sited. According to White, a decline in property values could actually re duce the local tax base, and effec tively negate the economic boost brought by more jobs. In addition, White staled she was ""suspicious of the claims of job creation by U.S.P.C.I."" White called for federal legis lation requiring reimbursement for the costs involved with the perceived risks of LULU's. She stated that those costs would eventually be passed on to the consumers who are actually accruing the benefits, and these higher prices could cause a de crease in consumption and eventu ally decrease the output of hazard ous wastes."
Cumberland '93 represents Delta,
Upsilon International at White House,"By Darren Millman Staff Writer Brian Cumberland '93 was se lected by Delta Upsilon (DU) Frater nity International to represent the organization's nearly 3,000 under graduate members at an April 5 White House conference which fo cused upon greek philanthropy ef forts and the abuse of alcohol and drugs. DU Executive Director Steven Gerber joined Cumberland in Wash ington D.C., along with representa tives from approximately 70 other intcmational/national college frater nities and sororities. Several speakers, including Bob Martinez, director of the office of national drug control policy, and U.S. Surgeon General Dr. Antonia C. Novello, addressed, the greek rep resentatives. Cumberland com mented that Martinez provided him with ""an up-to-date understanding of"
G O V E R N M E N T,
S E IZ E D,
"Vehicles from $100,",
Fords.,
Mercedes.,
Corvettes.,
Chevys.,
Surplus.,
Call,
1,-
900,-
468-2437,
2 4  Hour H otline,
$ 2 .9 5  per m in.,
* * << C A R S  * * << C A R S  * * *,
!TH,
T u e- T,orch
o s e,o f
T$tJ>. B#>>,
g,
?ne,
TVess -Snn?r,'K e c 0 tv &
A,f*b erte
"""T -S",hirt
*,">> u tv4Wr3'R>><-00K fintUCAH"""
IM.S,100deg/>> C o t roM S  IZ_PS E k T R A - L f lR f r E P r u y O F F fR  orO O P  W H I L e iu T P tlf S l << 5
T,OfJfc F k n  C u s t o m e r .
R O G E R S,"340 MARKET STREET - LEWISBURG, PA., 17837 the government's stand on drug con trol policy."" Martinez also spoke specifi cally about the March 23 University of Virginia fraternity drug raids which resulted in the arrests of 12 students. The three fraternities in volved, UVA's chapters of DU, Phi Epsilon and Tau Kappa Epsilon, have been placed under federal con trol. According to Cumberland, Martinez explained that the success of the federal investigation at UVA did not indicate that a nationwide fraternity inquiry would take place. ""He [Martinez] stated that the federal government was not going to be any more lenient towards frater nities, but that they were not out to get people cither,"" noted Cumberland. Novello primarily discussed her extensive attempts to combat the issue of underage drinking in schools. Novello has made efforts to work with beer distributors in or der to deal with the problem at the source. In regard to the conference as a whole, Cumberland remarked, ""I received a well-rounded intake of practical information that I can pass on to the chapter."" He praised Washington's stance toward greek v UE"
I,v*|0' apof!
M J,orfl T*
V,
Vii,"i l l Peter Ho/The Bucknellian Brian Cumberland '93 was chosen to represent Delta Upsilon's nearly 3,000 undergraduate members at a White House briefing on April 5. organizations, staling, ""The govern- eliminate them."" ment is getting involved by trying to Cumberland plans to run for a turn fraternities and sororities in a position on the DU International's positive direction, not by trying to board of directors this summer. S c a n n te n"
~Sta6le&,".--R.D. #3, Box 960^"
/ MILTON. PA-->47847,"(717) 742-3774,"
\,
IN STR U C TIO N  - T R A IN IN G,-
Q U A L IT Y  BO ARD IN G  - SH O W IN G,-
SA LE S,
/,
\,
We are pleased to welcome the Bucknell Equestrian Team,
Hunt Seat Instruction,
Showing the A circuit,
Only 10 minutes away.,
"For appointments, call Jan Phillips at 742-3774",
Appointments to ride on the Bucknell Equestrian Team,
please call Brenda at 523-4426,
GIFTS FOR GRADUATES CLASS Q F ^,
A S,
AE f,
ai,
.Meidterdtiick Design,
*e a rt of writ big,
...,"Like a fine work of art, a Mont Blanc writing instrument is prized all over the world for its beauty, grace and elegance, and the extraordinary ease with which it writes. As a gift, Mont Blanc has no equal in its enduring capacity to delight. Ballpoint or Pencil $115. Rollcrball $150. Classic Fountain Pens (3 grip sizes) S-S210. M-S275. L-S345."
"'J.'K J e in lia u e r ""","the m en's shop Market at Chestnut, Selinsgrove * 374-8824 Daily 9:30-5:30, Fri 9:30-9:00, Closed Sun"
I,"page 6 The Bucknellian April 26, 199]"
#nt,
A  fD)c!7,
Lewisburg Arts Fest Street,
Show & Sale is tomorrow,"By Laura Grisin Staff Writer Coinciding with Spring Weekend will be the annual Lewis- burg Festival of the Arts Street Show and Sale on Saturday from 10 a.m. to 4 p.m. Sixty-four craftsmen will display and sell their works along side musical entertainment and food booths on Market Street. Ceram ics, wood carvings, handcrafted leather work, stained glass, jewelry, handwoven pieces, and paintings are only some of the products to be exhibited. All entries are judged in advance to assure a high quality of workmanship. Entertainment will begin at 11 a.m. with the West Branch Chorus, the local chapter of the Society for the Preservation and Encouragement of Barbershop Quartet Singing in America, performing at the Northern Central Bank parking lot at the cor- ner of Market and South Fourth Street At noon, the stage will be taken by the Blue Grass Fourc who will present both instrumental and vocal country and blue grass selec tions. The Jack Fries Quartet will then change the pace with some jazz at 1 p.m. Acoustic, blue grass, blues and folk music will be provided by the Local Music Collective from 2 to 4 p.m. Meanwhile, the Buffalo Val ley Brass, a five-piece brass en semble, will play from 11 to 11:45 a.m. and from 1:15 to 2 p.m. on the porch of the Pineapple Inn at the cor ner of Market and South Fifth Street. The Lewisburg Festival of the Arts, an annual event sponsored by the Lewisburg Council on the Arts, will continue until May 4 with dis plays in Market Street store win dows."
Prism Concert to expose,
talents of over 100 students,"By M aria Glod Staff Writer Saturday's Prism Concert will highlight the music department's wide spectrum of performing groups in the Weis Center at 8:30 p.m. Dr. William Payn explained that ""as a prism transmits many colors, various ensembles will be presented in a ka leidoscope of music."" The program includes both vocal and instrumental groups. The Opera Company will perform under the direction of Dr. Catherine Payn, with the Concert Chorale, Rooke Chapel Choir, and Rooke Chapel"
STUDY EUROPE,
IN COPENHAGEN,
DIS,
I>>U6HT IN ENGLISH BT D1W1SH FACULTY,"H a ns C h ris tia n  A n d e rse n (1805 - 75) - the great Danish !airy-laic writer - understood the value of expanding your world TO TRAVEL IS TO LIVE! L ife becomes rich and EXCITINC WHEN YOU ARE NOURISHED BY THE CREAT world . To E urope ' is the CRY FROM THE SONS AND DAUGHTERS OF AMERICA. TO  THE LAND OF OUR FATHERS, THE WONDERFUL LAND OF MEMORIES AND dreams - E urope !' Fall, Spring and fall Academic Teat L iberal A rts (S o cial S ciences , H u m anities , A rts ) I nternational business A rchitecture an d D esign ( also S u m m er ) DIS, Denmark's International Study Program Affiliated with the University of Copenhagen One of Europe's oldest, safest and most highly esteemed study abroad programs. Established, recognized and supervised by the Danish government. Topworft from the DIS program was what I got - it really fulfilled my academic expectations. The fact that instruction was in English, but by Danish faculty, substantially added to the program - gave a true insight into what Danes and other Euro peans feel about the new developments T hat together with the study tours and field trips, and my Danish host-family that I * loved, have been highlights of my stay * Steven C. Robison, University of the Pacific, Fall 1990 The DIS program was one of the biggest challenges I how ever had to face I have learned so much because I was experiencing the curriculum in addition to just reading about it. The study tours arranged by DIS added tremendously to this real life expe rience'. Europe is expensive but with DIS I got more than lu ll value lor the money I spent Yolanda Jamas, University of Connecticut, f t Fall 1990 For fu rth er in fo rm atio n  p le a s e  c o n ta c t: international and Off-Campus Studies Office Taylor H ouse Ext. 3796"
V E N N A R I 'S,
P I Z Z A,
Free Delivery,
524-0444,"Ringers conducted by Dr. William Payn. The Wind Ensemble and the Symphonic Band will be directed by William Kenny. Christopher Para will lead the Orchestra performance, featuring a narration by President Gary Sojka. The Prism Concert, with the performing groups arranged throughout the Weis Center, is de signed to present a constant stream of music. The stylistic diversity of the various pieces being presented, along with the talent of over 100 stu dent performers, promises to provide the audience with an exciting and entertaining evening. F R ID A Y , A P R IL  26 8 a.m.-lOp.m "" Cultural Crossings""  ThisexhibiL explores Bucknell's varied multinational and multicultural connections. Bertrand Library 9 a.m.-7 p.m. Parent Registration Please pick up all reserved tickets and up dated schedules during this time. Local information and maps will also be available. Walls Lounge, second floor, Langone Center 2-8 p.m. Flower Show Sponsored by the Lewisburg Garden Club, the flower show will take place at the Presbyterian First United Church, 18 Market Street. 4:30 and 8 p.m. Hilltop Film Series: Caravaggio This film "" is a kinky ode to Chiaroscuro and the dark side of the Renaissance, a luxuriantly eccentric look at the Bad-Boy as an artist .""-The Los Angeles Times. Vaughan Literature Auditorium 5 p.m. Parents Weekend R O T C  Awards Banquet Larison Hall Dining Room 6:30 p.m. Jewish Sabbath Services Rooke Meditation Chapel 7 p.m. Synchronettes Swim Show A performance by Bucknell's syn chronized swimmers. Admission S I. Freas-Rooke Pool, Davis Gym 8 p.m. Chipfest '91 An evening of a cappella music featuring the Bison Chips and guests. Admission $5. Weis Center A History of the American Film ""A campy campus cabaret"" that reclaims the movies as a topic and as an experience for the the atre. This affectionate tribute to the cinema also communicates a bitter satire on popular culture. Durang's vaudeville surrealism burlesques nearly 200 movie fragments from 60 years of film making. Tickets are S3.50. University Theatre in Coleman Hall 9 p.m. Christy's An evening of entertainment featuring the best of Bucknell student talent and a menu of wonderful treats. Admis sion S i. Terrace Room,Langone Center SA T U R D A Y , A P R IL  27 7:30 a.m. "" Scramble""  G o lf Tournament Bucknell Golf Course 8:30 a.m.-7 p.m. Parent Registration Center Information Desk, second floor, Langone 8:30-10:30 a.m. Continental Breakfast Begin your day in the company of other while enjoying international cuisine. Tickets required. Terrace Room, Langone Center 9 a.m .-lOp.m . "" Cultural Crossings""  This exhibit explores Bucknell's varied multinational and multicultural connections. Bertrand Library 10a.m.-noon Greenhouse Open House A chance to browse through the University's diverse collection of plants. Rear of Botany Build ing 10 a.m.-4 p.m. Lewisburg Arts Festival Street Show &  Sale A day of food fun and festivities on Market Street. The street show will be held rain or shine and will feature a juried craft show and sale, art exhibits, ethnic foods and children's activities. Market Street. Lewisburg 10 a.m.-4 p.m. Flower Show Sponsored by the Lewisburg Garden Club, the flower show will take place at the Presbyterian Church, 18 Market Street 10 a.m.-5p.m. Downtown-Lewisburg Antique Show More than fifty dealers at the Lewisburg Antique Center. 517 St. Mary Street Parents College An opportunity for parents to meet with profes sors and staff members in a collegiate environment. The follow tng topics will be presented. Detailed schedules available at registration. ""Africa"" Business Information and Much More: Dow Jones News/Retrieval"" ""Fun with Chinese Characters-- What You Always Wanted to Know About Chinese Characters But Were Afraid to Ask"" ""Geologic Origins of Bucknell's Landscape"" Hazardous Waste Management"" Historical Bridges in Pennsylvania"" "" Homophobia"" ""Use and Abuse o f Intoxicants"" ""Old Masters"" "" Risk-- Cars, Smoke, and Nukes"" 12-4 p.m. Spring Fest Multiple events including; live music, the ""outrageous obstacle course,"" and much, much more! Swartz Field (rain lo cation--Davis Gym) 11 a.m.-2 p.m. Mile of Quarters BucknclI's Students Against Multiple Sclerosis needs help in making a mile of quarters for multiple sclerosis. Langone Center Mall 1 &3 p.m. Synchronette Swim Show Freas-Rooke Pool, Davis Gym 2-3 p.m. Family Ballroom Dance Session Come one, come all, mother and son, father and daughter introductory lessons in ballroom danc ing. Fieldhouse Dance Studio 3:30-4:30 p.m. Alpha Lambda Delta Induction The induction of new members to the freshman honor society. Rooke Chapel 4- 5 p.m. A Conversation with President Gary Sojka An informal ques- tion-and-answer session with the University's president. Center Gallery, Langone Center 5- 6 p.m. Center Gallery Art Exhibition Grand Opening and Reception The recent paintings and watercolors of David Armstrong '69 reflect the artist's growing concern for our fragile environment and the vanishing American landscape. Center Gallery, Langone Center 5:30-7:30 p.m. Dinner Plus A served dinner designed especially for Buckncllians and their parents. Tickets required. Terrace Room, Langone Cen ter 8 p.m. A History of the American Film Tickets are S3.50. University Theatre in Coleman Hall 8-11 p.m. Observatory Open House Sponsored by the members of the as astronomy club and the physics department. Tours will be givenl of the observatory. 8:30 p.m. Prism Concert A musical program featuring Bucknell's Concert I Chorale, Chapel Choir, Rooke Chapel Ringers, Concert Band, Opera Company, Wind Ensemble, and a special performance of I Lincoln Portrait by the Orchestra with guest narrator, President I Gary Sojka. Weis Center 10 p.m. Hypnotist: The Astonishing Neal in the Bison. Langone Center Bison 10-11:30 p.m. Bucknell Jazz and Rock Ensemble Enjoy some music and re freshments while listening to this premier musical group. Aca- I demic Quad (rain location---Terrace Room) 11:30 p.m. Outdoor Movie: Home Alone Chapel Lawn (rain location- Vaughan Literature Auditorium) SU N D A Y , A P R IL  28 j 8:30 a.m.-noon ! Phi M u Last-Chance Breakfast Breakfast locations can be foundl near residence halls. All proceeds benefit Children's Miracle Network and Project HOPE. 8:30 a.m. Catholic Mass Rooke Chapel 10a.m.-5p.m. Downtown-Lewisburg Antique Show 517 St. Mary Street 11 a.m. Campus Morning Worship Service "" What Really Matters?"" University Chaplin James Hammerlee. Rooke Chapel I noon-midnight "" Cultural Crossings"" Bertrand Library 1-4 p.m. Ce^ er ? ! "" ery Art Exhibition Paintings and watercolors of David Armstrong '69. Center Gallery. Langone Center 2 p.m. A History o f the American Film University Theatre in Coleman Hall 2:30 p.m. Sunday Afternoon with Music Music for two pianos in the gran tradition featuring the music of the Lester Roldan Duo Weis Center 4 p.m. Catholic Mass Rooke Chapel 7 p.m. Bison Jazz &  Blues Express Concert Series featuring the blues Cenrer deg f M 'kC D "" gan & The Survival Band."" A '<< << , Langon, 8 p.m. A History o f the American Film University Theatre in Coleman 8:15 p.m. Poetry Reading Featuring Buckncll's Poct-in-Residence, Louis Simpson. Bucknell Hall b April 26, 1991 The Bucknellian"
D,
D.,
Musical parodies American films,
A History of the American Film,
opens tonight in the University Theatre,"By Bryan Clark The musical comedy A His tory of the American Film, by Chris topher Durang, opens tonight at 8 p.m. in the University Theatre in Coleman Hall. Performances will continue each night through Mon day, with a special matinee show at 2 p.m. on Sunday. The play presents a hilarious parody of American film history, from early silent movies to modern classics. Durang follows five stock film characters through over fifty years of film, supported by an en semble of fourteen ""contract play ers"" who together play over one hun dred roles. Val Marsdcn '93 and Andrew Garman '91 play the pri mary ""onscreen"" couple: Loretta, a wide-eyed ingenue, and Jim my, a sentimental gangster. Peppy Kokincs '91 plays Bette, a lough B- girl who grapples with Loretta over Jimmy. The relationships become even more complicated, however, with the arrival of the drawling Hank, played by Marc Kenny '91, and wisecracking Eve, played by Shelly Simonds '91. The "" contract players"" include Audrey Carmcli '91, Jill Emery '92, Kristen Feeney '92, Geofrcy Glen '91, Rebecca Goldstein '93, Paul Hcimcr '93, Katrina Herb '93, George Hannah '93, Erin Hunter '92, Bryan Kenny '91, Mary Jordan ' 93, Steve Leshinski '91, Tom Quinn '91, and Katie Stauch '94. This production is directed by Gary Grant. Grant,assistant profes sor of theatre, says, ""This show has given me the opportunity to imagine myself as the director of some of the greatest American films. I have been able to become involved with the dynamic images and emotions of film history."" He adds that the re hearsal process has been especially exciting for him because it has meant"
TRAVELLING TO A,
WARMER CLIMATE?,It takes ju st 15 m in u tes to  h a ve  y o u r p ro fe s sional q u ality p assp o rt ph o to  m ad e. S et y o u r a p p o in tm e n t to d a y  by calling 523-7999.
THC LCMBUK6,
STOBSO,"425 MARKET ST., LEWISBURG A singles network for research- ers,artists,educators&scholarly students. Academic Companions P.O . Box 346, Clinton, N Y 13323"
The,
Ctweiiii,
Place,
bgdk,
&,
to d e,
for,
Women Children,
(k,
Friends,W 200 Market St.
Welcome,
Bucknell,
Parents!,# R w d P i * Mux
<<!riff,"Photo by Gary Grant M arc Kenny '91, Tom Quinn '91, and Val Marsden '93 are featured as Hank, M ichael, and Loretta in A History of American Film by Christopher Durang, a musical comedy which opens tonight at 8 p.m. in the University Theatre in Coleman Hall. See article for details. "" working with people of enormous talent and creativity-- in the cast, the technical crew , and the design team."" This show has provided excit ing opportunities in all areas of the atrical production, involving both students and guest artists in the col laborative process. Scenic designer Jason Aten '91 explains, "" As a stu dent, it is great to work with a team of professionals. For me, this has been the most educational aspect of the student design curriculum."" Aten has also enjoyed the challenge of presenting the audience with "" mean ingful symbols"" which will evoke memories of historical moments in American film. Costume Designer Wendy R olfe, who received hcr M .F .A . from the Yale School of Drama, ad mitted that there arc so many cos tumes in the musical that she was "" afraid to count"" them all. However, she enjoyed this enormous opportu nity: ""With this show, I have been able to create costumes from the tail end of the Victorian era, all the way through the 1960's."" Rolf was for merly a student of director Gary Grant at the University of Puget Sound, where she played M iss Scoons in his production of Sam Shepard's Angel City. "" I am very excited to have the opportunity to work again with my mentor,"" she remarked. Other guest artists for this show include choreographer Suzanne Hawc and musical director Andrew Levine. The lighting is de signed by Steven Drahcim, technical director and lighting designer for the department of theatre and dance, and the sound is designed by David Ames '93. Choral arrangements arc by Bill Boswell, Buckncll's Direc tor of Cultural Events. Performances of A History of the American Film arc in the Univer sity Theatre in Coleman Hall on April 26, 27, 28, and 29, at 8 p.m. each night, with a special matinee performance at 2 p.m. on April 28. Tickets may be purchased at the ELC Box Office (or at the door) for .S3.50 ($2.50 student discount nights on Sunday and Monday)."
Orchestra will,
feature Sojka,"By Julie L . Shurilla The Bucknell University Or chestra, under the direction of Christopher Para, assistant profes sor of music, will perform May 3 at 8 p.m. in the Weis Center. Their program will feature "" Lincoln Por trait,"" by Aaron Copland, with a narration read by President Gary Sojka. "" Lincoln Portrait"" utilizes quotations from various writings of Lincoln's, many of which were un known before the piece was writ ten. Para said that the piece is in teresting because it not only paints a picture of Lincoln, but also de scribes our nation at the time of the Civil War, "" who it was and what it stood for."" The piece was com m is sioned in 1942, during a lime when our country was involved in war, and, with the recent Persian Gulf crisis, Para said ihc piece is "" very timely now."" Para actually decided to per form the piece last year because he felt that it also ""was appropriate for this time at Bucknell. It portrays the struggle which our country was going through at the time of the C iv il W ar, and we arc going through a time of struggle here at Bucknell. The faculty and admin istration have been faced with mo mentous decisions which have no easy solutions."" Para requested that President Sojka narrate "" Lincoln Portrait"" because he felt that the piece re flected "" beliefs held by the Univer sity"" and that the president "" speaks for all of us, the University com munity as a whole."" President Sojka admires the part he reads not only because of its limclcssncss, but also because of its "" economy of language, which is reminiscent of poetry,"" poetry being a personal interest of his. Para noted how unusual it is for a president to be as involved as Sojka. "" He is willing to enter into a new experience and get involved with a student ensemble,"" said Para. On his part, Sojka makes ev ery effort to attend all of the stu dent performances on campus, al though he admitted that it is diffi cult at limes to squeeze in them all. "" Lincoln Portrait"" opens with melodics which, in the second half, form the accompaniment for quotations from Lincoln's writing. Although the quotations arc spoken and not sung, Sojka said it is ""very demanding"" to perform because it requires "" timing and precision. I have to start and end at the right lime."" Sojka had heard the piece performed once before by the Philadelphia Orchestra with Henry Fonda as the narrator, a difficult combination to emulate. The orchestra will also be performing a medley of songs from Leonard Bernstein's "" West Side Story."" Bernstein was a good friend o f Copland' s, and both passed away just last year. For this reason, Para thought it would be fitting to honor the two of them in this concert. They will also be per forming works by Berlioz and Bizet. The orchestra and Sojka will also perform "" Lincoln Portrait"" this Saturday night at the Prism Concert at 8:30 p.m. in the Weis Center. This concert is unique in that it features many performing groups from the music department."
Weis Center welcomes Chipfest '91,
Bison Chips and guest a cappella groups come together for an evening of harmony,
f,
* _,"By Maria Glod Staff Writer "" We're like The New Kids On The Block,"" says Bison Chip leader Andrew Lunstad '91. "" Kind of like the Jackson Five, but there arc more of us."" There may be some truth to that statement, but most would cer tainly agree that the Bison Chips are a fun, entertaining, and talented per forming group. Fortunately for their fans, the Bison Chips will be singing tonight in the second annual Chipfest at 8 p.m. in the Weis Center. Chipfest, held primarily to bring other college a cappella groups to campus, gives the members of the Bucknell com munity a chance to experience dif ferent sounds and styles. Tonight's concert w ill feature Cornell University's Touchtoncs and Bates College's Mcrrimanders. 0"
m,
V,"Courtesy of Chris Williams Pictured here are (from left to right) Bison Chips Eric Lebenson '92, Pat Coady '94, Tim Anderson '94, and Eric Hodgson'94."
run,
From 9 until close:,M o n d a y
Miller Lite Night,W e d n e s d a y
Rolling Rock Night,
Door Prizes Both Nights!,
Full menu available until Midnight,
F R E E  N A C H O  B A R  Weekdays from 4-5:30,"In turn, the Chips do their share of roadtripping. This semester they have performed at Bryn-Mawr College, Cornell University, and Washington University in St. Louis, and many local high schools. As glorious as it may sound, however, a little rain must fall even in the life of a Bison Chip. Lunstad reported that while at Milton Area High School, the group ""got in trouble for running in the halls."" But according to Rick Cranford '92, the trip was not a total loss. ""We were a big hit-- we almost had five prom dates."" The Bison Chips also fre quently sing around campus, in cluding performances during Fresh man Orientation and Christmas Dinner. Coming upon May 15, there will be a Bison Coffeehouse concert featuring all four campus a cappella groups: the Harmonex, Some Sing ers, the Silhouettes, and the Bison Chips. For those who just cannot get enough of the Chips' melodious strains, call 523-6627 and order a Bison Chip tuck-in. If all else fails, there is one more place on campus where they might be found, and it is not Rooke Chapel, or the Music and Arts Building, or even the Weis Center. Check out the tunnel under Route 15. The Chips say the tunnel has wonderful acoustics and regard it as the best addition to the campus. For Chipfest '91, the Chips will perform songs from their older album, Naturally, as well as pre miering three new tunes. One of these will feature Chris Williams '92 and Eric Lebenson '92, two Chips from the same home town who have been singing together since third grade. Those who were lucky enough to attend the last Chipfest will be disappointed to learn that Madonna will not be making a repeat appearance. "" We regret to inform you there will be no cross-dressing during this year's performance,"" said Williams. However, the Chips do promise a special intermission fe -"
#,"mmim Courtesy of Chris Williams Pictured here at the museum at the St. Louis Arch are (from top to bottom) Bison Chips Peter West '93, Chris Bowen '91, and Mark Leister '91. The Chips traveled to St. Louis to perform at Washington University in February. in the group has given me more con fidence in everything I do,"" said Hodgson. Sure to appear at the concert will be Bison Chip alumni, who will sing the classic "" Coney Island Baby."" Alumnus Tim Stahl '90, better known as Q-Tip, will be the emcee for tonight's performance. Also available will be tapes of last year's homecoming weekend con cert which featured alumni from all fifteen years of the Bison Chips' existence. Tickets for Chipfest '91, S3 in advance and S5 at the door, are available at the Weis Center box of fice, the E LC box office, and in the ELC mall. surprise. For seniors Andrew Lunstad, Chris Bowen and Mark Leister, this will be their last Chipfest. Upon en tering the real world, Lunstad will be working as a computer programmer and pushing for a spot on Solid Gold Club Amateur Night. (Sources have revealed that he possesses a unique talent in the art of limbo.) Leister is looking into graduate school in journalism, and Bowen, an art major, has practical plans for a career in retailing and merchandise, although he dreams o f marrying rich. The Chips are sad to lose these guys, but freshmen Eric Hodgson, Pat Coady, and Tim Anderson arc proud to keep up the Bison Chip tradition. "" Being. ( page 8"
The Bucknellian,"April 26, 1991"
r,
Professor's journeys come,
